Plant;Material ID;Groeﬂenklasse;ABCXYZ;Calc_ABCXYZ
0305;HW0576220120125;14;N/A;CCZ
0305;HW057616008040G;07;N/A;CCZ
2316;HC0149050040020;13;N/A;CCZ
0518;FB004A090075SRC;;N/A;CCZ
0305;HW057616008088G;99;N/A;CCZ
0305;KST0444545CK;;N/A;CCZ
2760;RB440417500NE;;AZ;AAZ
0672;HC0149160160063;06;N/A;CCZ
0613;S400H045025Q;96;CZ;CCZ
0490;RB056905000B;;BY;AAY
2376;HW057612012010G;59;AZ;AAZ
0828;SRG025406030029;00;CZ;CCZ
0490;ST0500500400BKS;99;N/A;CCZ
2316;HC0149080050030;14;N/A;CCZ
2316;KRN012002016MO1;;N/A;CCZ
0412;SS355011015B;11;N/A;CCZ
0613;SS35M0060BBPK;94;AY;AAY
0853;SCUT20200CB;10;AX;AAY
0853;SS2350050M4B;11;AZ;CBZ
0162;TEW440413930B;;N/A;CCZ
0853;SCUT20200CB;39;AX;AAY
2316;WIDBM1230LGR;;N/A;CCZ
0713;HC0149160080063;09;N/A;CCZ
0376;HW0576100100080;99;N/A;CCZ
0441;FZBPB251442406;20;CZ;CCZ
0305;SRG025410800050;99;N/A;CCZ
0162;REW45710600332C;;N/A;CCZ
0305;HC0547500200080;59;N/A;CCZ
0376;EN02500020004A1;;CZ;CCZ
0162;REW45412542042W;;N/A;CCZ
0853;SCUT10200M4B;92;DZ;CCZ
0305;HW057630010012G;99;N/A;CCZ
0550;KRN508070013CRE;;N/A;CCZ
2760;ST4301060006001;;AY;AAY
3100;HC0547180180100;12;AZ;BBZ
0305;KRN419065016MOE;;N/A;CCZ
0490;HC0547140040050;05;CZ;CCZ
0520;S430100150A04;;AY;BBY
2316;PRN0450080ECBL;;N/A;CCZ
0490;RB056900600B;;CZ;CCZ
0830;SS2350300Q;40;CZ;BBZ
2316;PRN1500100EC;;N/A;CCZ
0842;AE606003003;;CZ;CCZ
0412;S400H006025Q;24;N/A;CCZ
0305;DW3556017552003;;N/A;CCZ
0163;S575405000G;;CZ;CCZ
0377;BEW305003370321;;N/A;CCZ
0490;SS35M0080Z03;99;CZ;CCZ
0490;HC0039035035020;06;CY;BBZ
0487;KRN193708013CRE;;N/A;CCZ
0162;WI004A005;;CZ;CCZ
0631;CAWCS168045;;N/A;CCZ
0490;SS35M0050CBM;92;N/A;CCZ
0441;FZBPE250406800E;15;CZ;CCZ
0376;HC0547260180063;07;N/A;CCZ
0377;HW0576160090045;10;N/A;CCZ
0405;SS235110020Q;50;CZ;CCZ
0305;HC0039040015020;14;N/A;CCZ
0490;HC0038120100050;11;CZ;CCZ
0460;FB0122160005B;00;CZ;CCZ
0490;SDD11005010BPK;40;CZ;CCZ
0490;SS235003015BPK;91;CZ;CCZ
0490;GST457010005;06;CZ;CCZ
0410;COS35500602000;39;BZ;CCZ
0701;CAPVCL0225;;N/A;CCZ
2316;HC0038070030030;08;N/A;CCZ
0490;SR2500200B;93;N/A;CCZ
0490;SCUT20060CBPK;94;N/A;CCZ
0305;STVC228015160P1;;N/A;CCZ
0840;KRN368050013CRE;;N/A;CCZ
0631;SS35M080M4BPK5T;25;N/A;CCZ
3100;HC0547070070040;13;AY;AAY
2316;HW0576120050080;14;N/A;CCZ
0377;HW0039110060036;15;N/A;CCZ
0582;XHDM0001419;;N/A;CCZ
2316;KRN133008016MOE;;N/A;CCZ
0490;HC0547150150040;07;CZ;CCZ
0641;HW0576120080100;13;N/A;CCZ
0305;SRG025450800056;99;N/A;CCZ
0490;SS2350120CBPK;92;AY;AAY
0305;FWNCS101600101;;N/A;CCZ
2316;HC0149260140060;11;N/A;CCZ
0620;ADPPH02502012G;;N/A;CCZ
0305;FWNBYS02690402C;;N/A;CCZ
2316;RB713160000001;;N/A;CCZ
0490;HC0039150050050;13;BZ;BBZ
2760;FB457115010CT;;CZ;BBZ
3100;HC0547200100050;00;AX;AAY
0581;X4233000100445;;CZ;CCZ
0613;SS70M0100CB;11;AX;AAY
0840;KRN273045013CRE;;N/A;CCZ
0460;KRN033708013CRE;;N/A;CCZ
0830;KRN355622213CRE;;N/A;CCZ
0400;FB0122100005B;06;N/A;CCZ
0490;SS2350060Z03;11;CZ;CCZ
0620;KRN088916013CRE;;N/A;CCZ
0400;RTPPH22520505;;N/A;CCZ
0490;SS46M0060BB;89;N/A;CCZ
0641;HC0149120100050;13;N/A;CCZ
0581;KRN042403213CRE;;N/A;CCZ
0305;HC0547250150040;59;N/A;CCZ
0677;KRN108025016MOE;;N/A;CCZ
0377;DW22900360355;;N/A;CCZ
0853;SCORB003015B;79;AY;AAY
0860;HL446214001120;;N/A;CCZ
0305;HC0039020010015;00;N/A;CCZ
0376;HW0039400200160;09;N/A;CCZ
0305;HC0149140070063;06;N/A;CCZ
0377;MPD90402;;N/A;CCZ
2760;FB4571030006NE;;CZ;CCZ
0490;SS235006020B;20;CZ;CCZ
2641;HW057616009010G;12;AZ;CAZ
0713;S430100100C06;;CZ;CCZ
2316;HC0149160090100;04;N/A;CCZ
2316;HC0149100100063;11;N/A;CCZ
2316;EN43002255;;N/A;CCZ
2316;EN04200030004A1;;N/A;CCZ
0520;SRG16830045GVBN;06;CZ;CCZ
0490;HC0149050020030;05;N/A;CCZ
2760;RB440402200NE;;CZ;CCZ
0163;S105000250A01;;CZ;BBZ
0581;XHDM0009157;;N/A;CCZ
0490;SS2350040C24BPK;15;BZ;CCZ
0520;GST1683040RAL3;99;BY;AAZ
0830;ORIEPDM040G1;;CZ;CCZ
2760;RT608205005K;;CY;BBY
2641;KRN082504516MOE;;N/A;CCZ
0376;DW4064022235501;;N/A;CCZ
0305;HW057618018016G;15;N/A;CCZ
0490;COS35500501500P;29;N/A;CCZ
0860;SS35M0080CB;19;AY;AAY
0376;HW0576100100125;99;N/A;CCZ
0470;KRN057014213CRE;;N/A;CCZ
0520;S430100150B01;;AX;AAX
0550;KRA32380953X421;;N/A;CCZ
0620;FWNCS016830061;;CZ;CCZ
0641;HC0149250100040;05;N/A;CCZ
0305;SRG025432390056;99;N/A;CCZ
0620;KRN406411013CRE;;N/A;CCZ
0162;RB410402300B;;N/A;CCZ
0631;KRN298560013CRE;;N/A;CCZ
0305;HC0547140140125;08;N/A;CCZ
2760;S702000300C01;;BZ;BCZ
0835;KRN368065013CRE;;N/A;CCZ
2641;KRN051010013CRE;;N/A;CCZ
0625;SX400050020QBL;00;CZ;CCZ
0305;HW0576400300080;04;N/A;CCZ
0830;REWCS03302602C;;BX;ABY
0490;SS235010012BLC;11;N/A;CCZ
0400;UN443603221;;N/A;CCZ
0305;GST323920002;12;N/A;CCZ
0490;SS35M0080Z01;30;CZ;CCZ
0305;HC0038160100060;04;N/A;CCZ
0582;KRN159008813CRE;;N/A;CCZ
0480;HC0547200200060;06;CZ;CCZ
0460;RB050313000;;N/A;CCZ
0490;SS50M0150CB;30;CZ;CCZ
0305;HW057640040020G;11;N/A;CCZ
0305;HC003912006040V;15;N/A;CCZ
0490;SQ69T0150CB;25;N/A;CCZ
0441;FZBPM805859100;60;CZ;CCZ
0701;ELWPVDF025901G;;N/A;CCZ
0410;SDD110080CBPK;12;AY;AAZ
0305;HC0039055055030;13;N/A;CCZ
0305;HC0038080060030;14;N/A;CCZ
0853;FB0038060012;;BY;AAZ
0582;XHDM0008072;;N/A;CCZ
0480;KRN070020016MOE;;N/A;CCZ
2316;HC0149180180060;00;N/A;CCZ
0550;AU012202501500B;;CZ;BCZ
2316;DW45700600520CH;;N/A;CCZ
2316;EN06030026039;;N/A;CCZ
0410;SS3550250Q;20;DZ;ACZ
0305;GST088903209;06;N/A;CCZ
0853;SS3550080CB;39;AY;ABY
0840;KRN457060016MOE;;N/A;CCZ
2316;GRUVGWV114114;;N/A;CCZ
0490;SS35M0080123BPK;15;BY;CCZ
0305;SVF061908040BH1;;N/A;CCZ
0490;SS2350050CBPKT;79;CZ;CCZ
0490;SS2350050AB;50;CZ;CCZ
0631;EG2120B15C;;BY;AAY
0377;SRG025415240080;12;N/A;CCZ
0641;HC0547120080050;08;N/A;CCZ
0613;SDD110040CBPK;19;AY;AAY
0305;KRN133036016MOE;;N/A;CCZ
2376;DW03800032355;;AY;AAY
0490;RB591904000001;;N/A;CCZ
0305;FWNCS008890161;;N/A;CCZ
0163;S702004000C;;BZ;CCZ
0377;SH350250125355;00;N/A;CCZ
0835;RTPPH06305805;;CZ;CCZ
0416;KRN219117513CRE;;N/A;CCZ
0641;HC0547180100050;06;N/A;CCZ
2316;HC0149200040030;14;N/A;CCZ
0490;KRN406475013CRE;;N/A;CCZ
0840;ST0600600200BK;;CZ;CCZ
0490;SS35M025015BPK;96;CZ;CCZ
0613;SS3550060M4B;25;CZ;CCZ
0490;SR3800150B;00;N/A;CCZ
0377;HW0576250150160;10;N/A;CCZ
0305;HC003906005020V;59;N/A;CCZ
3100;HC0039100060030;09;AZ;ABZ
0445;KRN267008013CRE;;N/A;CCZ
0377;BEW254040640637;;N/A;CCZ
0490;COS35M01501500;19;BZ;CCZ
3100;SS355090020Q;93;CZ;CCZ
3100;HC0039140060040;10;CZ;CCZ
0490;HC0039250100060;15;CZ;CCZ
2376;DW19100250355;;BY;BBZ
0631;SS2350100M6B;90;BZ;CCZ
0305;KRN244512509;;N/A;CCZ
0376;SH45750813;05;N/A;CCZ
0305;FGN2030500;;N/A;CCZ
0162;REW316L1000504X;;N/A;CCZ
2316;HC0547050050040;11;N/A;CCZ
0490;SP6060B49028;;DZ;CCZ
0162;CAPW316L050040W;;N/A;CCZ
2316;HC0039150050040;59;N/A;CCZ
0830;FB0122060016B;99;CZ;CCZ
3100;HC0039120120030;07;AY;AAZ
0460;HC0149140080040;07;CZ;CCZ
0641;HC0149160080030;00;N/A;CCZ
0162;RB457101600;;N/A;CCZ
2316;HC0149100060050;07;N/A;CCZ
0305;SRG025432390088;12;N/A;CCZ
0713;SVF2G2502006BC1;;N/A;CCZ
2316;RB350509000001;;N/A;CCZ
0828;ELPE8110451G;;N/A;CCZ
0377;NW0213020;;N/A;CCZ
0445;S400H004025Q;94;N/A;CCZ
0490;HC0149070030020;05;N/A;CCZ
2316;RB271402000001;;N/A;CCZ
0490;RB004A0100D;;CZ;CCZ
0305;BLV440801563H7;;N/A;CCZ
0305;HW057640030010G;14;N/A;CCZ
0520;KRN168305613CRE;;N/A;CCZ
0550;SB0569050B;;AY;AAZ
0162;REW45711140762X;;N/A;CCZ
0842;KRN021306313CRE;;N/A;CCZ
2760;S508306000DTP;;CZ;CCZ
0490;FB606007030PE;;CZ;BBZ
0490;HC0149050050050;09;CZ;CCZ
2641;HW057640020012G;00;BZ;CBZ
0305;KRN044503223C1E;;N/A;CCZ
0853;HC0039045045030;06;BY;BBZ
0441;FZBPM808277750;55;DZ;CCZ
0410;HC0039140140060;12;BY;BBY
0376;GST323910001;06;N/A;CCZ
0641;HC0547300100080;13;N/A;CCZ
0480;IB00380160002;11;AY;AAY
2316;HC0039050030025;10;N/A;CCZ
0860;RB722711000001;;AY;AAY
0305;HC0547200100050;12;N/A;CCZ
2316;HC0547220120125;10;N/A;CCZ
0490;SS50M010015BPK;00;CZ;CCZ
0620;FBLPPR080F02;;N/A;CCZ
2760;EN46328321;;DZ;CCZ
0835;SS2350050CB;10;AY;AAY
0490;SR2500250B;90;CZ;CCZ
0490;HC0039180080030;11;CZ;CCZ
0490;RB430502000B;;CY;AAY
0625;SS69Q015025Q;10;CZ;CCZ
0376;GST41101296;12;N/A;CCZ
0376;HC0547200200060;06;N/A;CCZ
0853;KRA08890549GRB1;;N/A;CCZ
0400;UNPPH0161G;;N/A;CCZ
0305;KRN1397045D;;N/A;CCZ
0490;SCORA001515B;29;CZ;CCZ
0490;SS35M003515BPK;50;CZ;CCZ
0162;RT608220030;;CZ;BBZ
0672;BEPVCU0201C;;N/A;CCZ
3100;AU0570120080100;20;BZ;BBZ
0620;KRN026902913CRE;;N/A;CCZ
2376;HW0576080080088;13;CZ;CCZ
0305;HW0039200200080;99;N/A;CCZ
3100;HC0039160080050;12;CZ;CCZ
0305;HC0149200100050;04;N/A;CCZ
0163;RT6060035025;;BZ;AAZ
0376;SRG07610026BLPR;99;N/A;CCZ
0376;HC0149040040050;04;N/A;CCZ
0377;HC0149250150080;14;N/A;CCZ
0490;GST2191059;08;CZ;CCZ
0550;RB440403000B;;BY;AAY
2760;RB412203200B;;BY;BBZ
0490;SCUT1012010B;94;N/A;CCZ
0490;SS235005012B;14;CZ;CCZ
0860;KRN048304016MOD;;N/A;CCZ
0853;RB071500700B;;CZ;CCZ
2316;HC0547120100040;04;N/A;CCZ
0305;HC0149060050030;09;N/A;CCZ
0490;SDD110020BBPKBM;95;N/A;ABZ
2760;RB457123000NE;;AZ;AAZ
0305;HC0149080080063;10;N/A;CCZ
0490;SS235016015Q;12;N/A;CCZ
2376;PRN0120020EC;;CY;BCZ
0376;HC0149070070050;13;N/A;CCZ
0305;ST0450450150GVH;;N/A;CCZ
0490;SDD11004512BPK;92;N/A;CCZ
0376;HPL0140015NGVC;;N/A;CCZ
0490;SS35M0200CBQ;49;CZ;CCZ
3100;SX4000080Q;97;BZ;AAZ
0490;SQ26TB;19;N/A;CCZ
2376;KRA06030391GRB1;;N/A;CCZ
0828;KRN013502913CRE;;N/A;CCZ
0490;SS35M002510BPK;19;CZ;CCZ
0441;FZBPM800667500;99;DZ;CCZ
0830;FB0122130005B;99;N/A;CCZ
0520;SD420008010BPKZ;29;CZ;CCZ
0305;HC0038120060060;10;N/A;CCZ
0377;PRN0288051355N;;N/A;CCZ
0840;REWCS04804202C;;CZ;CCZ
0377;HC0547400200080;10;N/A;CCZ
2316;RB714203200BSH;;N/A;CCZ
0305;GST3239125WB;12;N/A;CCZ
0550;RB713904500;;CZ;CCZ
0490;FB0122050025B;00;CY;BBY
2316;PRN0180015EN;;CZ;CCZ
0377;HC0547120050050;04;N/A;CCZ
0582;XHDM0000458;;N/A;CCZ
0411;THYCEL9004003C;;N/A;CCZ
0490;HC0149080080040;12;CZ;CCZ
3100;SX5000100Q;99;CZ;CCZ
0830;RB055334000;;CZ;CCZ
0441;FZB500011;;N/A;CCZ
2316;HC014903001520P;05;N/A;CCZ
0853;SS2350060M4BPK;89;CZ;CCZ
0672;KRN508030013CRE;;N/A;CCZ
0631;SS2350080BB;97;AY;BAY
0701;BEABS0201G;;N/A;CCZ
0490;SS35M0050C21BPK;30;N/A;CCZ
0376;HW0039080040040;04;N/A;CCZ
0305;HW0576220220200;59;N/A;CCZ
0377;HC0149125125060;13;N/A;CCZ
0376;HW0576200100125;06;N/A;CCZ
0490;HC014905005020P;13;N/A;CCZ
0377;EN0180003004105;;N/A;CCZ
0490;SCUT1012020BPK;60;N/A;CCZ
3100;SS70M0030CB;25;CZ;BCZ
0490;SS46M0060CBPK;19;BY;CCZ
0305;KRN033705616MOD;;N/A;CCZ
0490;SS355005020B;94;CZ;BAZ
0305;HC0547120080100;14;N/A;CCZ
0853;FB0038080012;;BZ;BAZ
0853;SS2350030M4BPK;12;BZ;CCZ
0305;HC0149060030025;12;N/A;CCZ
0305;GST1397045P;08;N/A;CCZ
3100;SS355030025Q;95;AY;CCZ
0853;RB012209000B;;CZ;CCZ
0490;GST076102905;00;N/A;CCZ
2316;RB231235300FT;;N/A;CCZ
0305;HC0149120100040;09;N/A;CCZ
0490;SQ500015020Q;60;CZ;CCZ
0305;HW057640020080G;08;N/A;CCZ
3100;SS70M0100C6B;12;AY;CBZ
0701;SB0122090B;;CZ;CCZ
0162;EN02134021106A;;N/A;CCZ
0830;S400H035025Q;89;N/A;CCZ
0853;HPL0120015NGVC;;CZ;CCZ
3100;HC0039050020030;11;CY;CCY
0400;SOPPR0751F;;N/A;CCZ
0613;S400H010025Q;80;CZ;BBZ
0490;SS235006010BPK;10;CZ;CCZ
0490;SS35M0150BB;20;N/A;CCZ
0162;STICK233;;N/A;CCZ
0490;HC0149100060040;05;CZ;CCZ
3100;HW057620010010G;06;AY;AAZ
0631;SS35M0080M4B;10;BZ;CCZ
0490;COS35M00601000;15;N/A;CCZ
0305;HC0038110110040;59;N/A;CCZ
0377;KRN038007110CR1;;N/A;CCZ
3100;U05770220UNPM;19;AY;BBZ
0613;SS235015020Q;94;AY;AAY
0305;GST0483029;06;N/A;CCZ
0701;UNAPVCU0322563B;;N/A;CCZ
0842;KRN044511013CRE;;N/A;CCZ
0400;FB4301200015;;N/A;CCZ
0376;HC0547220120063;10;N/A;CCZ
2760;FB430112006CT;;CY;CCY
0490;RT606004204;;CZ;BCZ
0581;KRN044510016MOE;;N/A;CCZ
0305;FBLS23520010A;;N/A;CCZ
2316;HC0547100080060;11;N/A;CCZ
0490;HC0547140070100;04;CZ;CCZ
0305;HW057607007071G;08;N/A;CCZ
0305;HC0039120060030;13;N/A;CCZ
0305;HC0547050050060;14;N/A;CCZ
3100;SS69Q0080Q;15;CZ;CCZ
0613;SS35M0080M4B;30;CZ;CCZ
3100;SS70M0060CB;19;BZ;AAZ
0490;SS235004012BLCG;49;N/A;CCZ
0377;GST168304002;99;N/A;CCZ
0487;KRN010202313CRE;;N/A;CCZ
3100;SS70M0050CB;24;BZ;CBZ
0305;HC0149200150060;05;N/A;CCZ
0490;SS46M0030BBPK;29;N/A;CCZ
0445;REPVCU1400901G;;N/A;CCZ
0490;XBEX97157664;;CY;BCZ
0305;KRA2540405005;;N/A;CCZ
2641;KRN016003213CRE;;N/A;CCZ
2316;SH350250125355;13;CZ;CCZ
0377;HW0576260260142;14;N/A;CCZ
0305;HC0039150100080;11;N/A;CCZ
0860;S430100500M04;;AZ;CCZ
2641;HW057630030016G;07;AZ;CAZ
0305;HC0547350250125;09;N/A;CCZ
2760;HB4404010001;;N/A;CCZ
0416;HC0149120120050;09;CZ;CCZ
0713;ELPVCU020901G;;DZ;CCZ
0631;SS70M0030CB;89;BZ;AAZ
0581;XHDM0009339;;N/A;CCZ
0830;FB4301035015;;CZ;CCZ
0490;RB714721000001;;CZ;CCZ
0441;FZBPE25045989RE;55;CZ;CCZ
2316;DW14600300520CH;;N/A;CCZ
0305;MPF80103FPM;;N/A;CCZ
3100;SS35M0030CB;10;CZ;CCZ
0490;SS35M0075CB;30;CZ;CCZ
0490;SS2350050CBPKC;99;BY;BBZ
0490;SS35M004010BPKK;89;CZ;CCZ
0490;SS3550120B;49;N/A;CCZ
0305;PRN0300045ECBL;;N/A;CCZ
0828;ELPPH032451G;;N/A;CCZ
0305;SH2501501423552;99;N/A;CCZ
0162;TEW430708830;;N/A;CCZ
0305;HC0149040015020;12;N/A;CCZ
2316;HC0149180100050;10;N/A;CCZ
0490;SQ38T004012B;19;N/A;CCZ
0842;FB0122110012B;04;N/A;CCZ
0162;TEW440435530V;;N/A;CCZ
0377;HC0547200100100;99;N/A;CCZ
0490;SS35M018015BPK;19;CZ;CCZ
0701;UEWPE10902G;;N/A;CCZ
0305;HW0576100050045;12;N/A;CCZ
0162;RB614N0120D;;CZ;CCZ
0672;KRN508012516MOE;;N/A;CCZ
0162;S440401000B01;;N/A;CCZ
0316;KRN406435013CRE;;N/A;CCZ
2316;GST8130125;12;N/A;CCZ
0305;QC800D1683R;;N/A;CCZ
2376;KRN048310010CR1;;N/A;CCZ
0853;FB606005015PE;;CZ;BCZ
0641;HC0149140080030;09;N/A;CCZ
0520;KRA04240356GR6;;N/A;CCZ
0860;KRN076102913CRE;;N/A;CCZ
0305;GST5080071;12;N/A;CCZ
0305;HW057604004040B;99;N/A;CCZ
0620;HC0149080040050;99;CZ;CCZ
0828;KRN082503613CRE;;N/A;CCZ
0376;EN07610036071;;N/A;CCZ
0842;KRN323928016MOE;;N/A;CCZ
0162;REW316L1000801S;;N/A;CCZ
0853;SS2350040AB;15;AY;ABY
0853;FB0122030008B;03;CZ;BCZ
0376;HC0547150050050;10;N/A;CCZ
0490;SDD110050A25BPK;19;CZ;CCZ
0305;SVF2G2502016AF3;;N/A;CCZ
2316;KRA16830711X421;;N/A;CCZ
0305;HC0547300100063;09;N/A;CCZ
0582;XHDM0008131;;CZ;CCZ
0377;HC0547120120030;15;N/A;CCZ
0305;HC003907007020V;14;N/A;CCZ
0631;SS3550060CB;29;AX;AAY
0377;HW0576250150142;09;N/A;CCZ
0411;KRN406485013CRE;;N/A;CCZ
0581;S400H016020Q;96;N/A;CCZ
0305;HC0039100080060;99;N/A;CCZ
0490;SS35M004015B;89;BZ;CCZ
0305;RTLVAC05005001;;N/A;CCZ
0376;SH1001000633553;14;N/A;CCZ
0410;SS2350040CBPK;40;AZ;CBZ
2377;PCL45711040;;N/A;CCZ
0162;RBZF1A16000;;N/A;CCZ
2316;SH0800800563551;59;CZ;CCZ
0860;KRN051004516MOE;;N/A;CCZ
0377;HC0149080060060;04;N/A;CCZ
0441;FZBPB251427600;60;BY;CCZ
0520;KRN031806310CRE;;N/A;CCZ
0631;KRA02670391GRB6;;N/A;CCZ
0550;FLJPVCU1401251G;;N/A;CCZ
2316;HC0547100050080;00;N/A;CCZ
0842;KRN057016013CRE;;N/A;CCZ
0400;BLVPVCU025G03;;N/A;CCZ
0490;GST2191032;12;N/A;CCZ
0625;KRN298536013CRE;;N/A;CCZ
3100;SS2350080M6B;11;AY;BAY
0860;FB0038110015;;CZ;CCZ
0490;KRN559060016MOE;;N/A;CCZ
2641;HW057626014012G;07;CZ;CCZ
0305;HC0547260180100;04;N/A;CCZ
0305;HW057626014080G;04;N/A;CCZ
0830;FB0122100006B;99;CZ;CCZ
2316;FBL45710100016;;N/A;CCZ
0613;SS2350200CB;90;AY;AAY
0376;HC0547180080080;09;N/A;CCZ
0305;HW0576200120125;06;N/A;CCZ
0305;HW057622022063G;09;N/A;CCZ
0305;HC0039100100060;06;N/A;CCZ
0490;FB614N02512D;;CZ;CCZ
2376;KRA45721910P22;;N/A;CCZ
0582;KRN152428016MOE;;N/A;CCZ
0713;GR00350250WGSE2;;N/A;CCZ
0490;HC0149250100063;59;N/A;CCZ
0400;HC0149100100080;07;N/A;CCZ
0853;KRN088903213CRE;;N/A;CCZ
0305;ST0500500500BKS;99;N/A;CCZ
0377;HW0039150150063;08;N/A;CCZ
0490;SS355015010B;94;N/A;CCZ
0305;HC0547150075060;07;N/A;CCZ
0305;DW2730012552011;;N/A;CCZ
3100;SS35M0020CBPK;80;CZ;BCZ
0305;HC0149140040050;05;N/A;CCZ
0490;ST0900700300BK;;CZ;CCZ
0376;MPD90094;;N/A;CCZ
0613;SS2350050M6B;49;CZ;CCZ
0305;ST0400250150BRS;06;N/A;CCZ
0490;RBELX0160PE;;CZ;CCZ
0376;MPC23607;;N/A;CCZ
0376;DW3300017535502;;N/A;CCZ
0625;KRN082504513CRE;;N/A;CCZ
0400;BEKG12587;;N/A;CCZ
0162;FLJ258301080101;;N/A;CCZ
0490;SS50M0150CB;95;CZ;CCZ
0441;FZBPM8081910500;55;CZ;CCZ
0550;KRN030002913CRE;;N/A;CCZ
3110;RB057009000001;;BZ;CCZ
0305;HW8953050050032;08;N/A;CCZ
2316;GST1590029P;12;N/A;CCZ
3100;HW057615010080G;04;BY;BAZ
0641;HC0547140080040;10;N/A;CCZ
0377;HW0039300300080;14;N/A;CCZ
0830;FB057014001502;;CZ;CCZ
0713;HCPPH0320321C;;N/A;CCZ
0305;HW0576140080125;13;N/A;CCZ
0163;RB713R0550D;;CZ;CCZ
2316;HC0547160160100;99;CZ;CCZ
0830;BEW305007610295;;CY;CCY
2316;HC0547120060063;05;N/A;CCZ
0162;S430100100Z09;;N/A;CCZ
0305;HW057630010063G;04;N/A;CCZ
0631;SS3550030M4B;30;DZ;CCZ
0582;XDLS412970;;N/A;CCZ
0677;KRN610060016MOE;;N/A;CCZ
0376;HC0547120120100;04;N/A;CCZ
2316;PRN1080080EC;;N/A;CCZ
0641;HW0576260180100;12;N/A;CCZ
0376;FGN082507108;;N/A;CCZ
0582;KRN559036016MOE;;N/A;CCZ
0550;SB0122100B;;BY;AAZ
0400;KRN419028013CRE;;N/A;CCZ
0701;KRN127016013CRE;;N/A;CCZ
0490;SCUT1010020B;49;CZ;CCZ
2316;HW0576110060071;99;CZ;CCZ
0305;HW0576220120100;05;N/A;CCZ
0840;KRN152432016MOE;;N/A;CCZ
0305;HC003902502520V;14;N/A;CCZ
0376;HW0576260180063;06;N/A;CCZ
3100;SS2350150CB;95;AX;AAY
2316;ERI592050;;N/A;CCZ
0490;SCUT10250B;50;N/A;CCZ
0305;HC0039200120100;04;N/A;CCZ
0377;SRG025403370045;06;N/A;CCZ
0377;HC0149150075050;11;N/A;CCZ
0672;KRN133006316MOE;;N/A;CCZ
0490;SS2350060AB;29;CZ;CCZ
0377;HW0576180180160;05;N/A;CCZ
0305;HC0039090070050;05;N/A;CCZ
0376;BEW305004830321;;N/A;CCZ
0305;TEMIB01010N;;N/A;CCZ
0620;ADPVCU01201033G;;N/A;CCZ
0490;RB20070220D;;CZ;CCZ
2316;DW1143012552003;;N/A;CCZ
3100;FB0122080008B;06;CZ;CCZ
0305;HW057620020088G;09;N/A;CCZ
2316;HC0149150150080;59;N/A;CCZ
0713;SNF2G2510016A1;;N/A;CCZ
0163;RB658008000RSH;;N/A;CCZ
0631;SS3550060M6B;14;CZ;CCZ
3100;HC0039120060030;59;BY;BBY
0446;IB00380330001;15;AZ;AAZ
0631;SS2350100BB;11;AY;BAZ
0305;PR930850050CDL;;N/A;CCZ
0480;KRN060303213CRE;;N/A;CCZ
0631;KEKL156;;CZ;CCZ
0490;SQ38T006015B;25;N/A;CCZ
2641;HW057630020080G;08;CZ;CCZ
2641;KRN042408023C1E;;CZ;CCZ
0490;SS42M0040CBPK;59;CZ;CCZ
0305;HW0576250100200;07;N/A;CCZ
0853;KRN021303213CRE;;CZ;CCZ
0162;RB412211000RSH;;N/A;CCZ
0860;RB430108000BIM;;BY;AAZ
0701;WNPE10902F;;CZ;CCZ
0490;SS2350080CBPKC;79;AY;AAY
2316;HW0539080060050;10;N/A;CCZ
3100;HC0547300150100;00;CZ;CCZ
2316;HC0039200080060;07;N/A;CCZ
3100;SS2350040ABPK;97;BY;CCZ
0162;RB658729000FHF;;N/A;CCZ
0490;SS42M0150CB;92;N/A;CCZ
0490;SS35M0080B23BPK;20;CZ;CCZ
0305;HC003908008030V;10;N/A;CCZ
0162;RBPVC120BK01;45;N/A;CCZ
0305;DW1210017552003;;N/A;CCZ
0305;TERMIG03225251F;;N/A;CCZ
0582;FB0038100050;;CZ;ABZ
0641;HC0149150150050;13;N/A;CCZ
2316;DW1778030052004;;N/A;CCZ
0620;FB0122055010B;99;CZ;CCZ
0490;FB614N02508D;;DZ;CCZ
0490;SCUT20080CBPK;95;N/A;CCZ
0162;RB430502400BIM;;CZ;CCZ
0701;RB722808000001;;N/A;CCZ
2760;RB403421000;;CZ;CCZ
2316;GST1016040P;00;N/A;CCZ
0490;GST060304505;99;N/A;CCZ
2316;REWBY040600482C;;N/A;CCZ
0620;KRN610030016MOE;;N/A;CCZ
0490;SDD110030CB20GK;49;CZ;CCZ
0376;HC0547300150060;00;N/A;CCZ
0490;SCUT1004010BPK;25;N/A;CCZ
0582;XTR20212351825;;N/A;CCZ
0828;BLVPVCU040G11;;N/A;CCZ
0376;SRG025471100100;06;N/A;CCZ
2316;GST1330040P;99;N/A;CCZ
0830;ACCSS09425;;DZ;CCZ
0377;SAWCS4060881;;N/A;CCZ
0490;HC0149060060080;59;CZ;CCZ
0376;FSOS23507110101;;N/A;CCZ
2760;RT606006002;;AY;AAZ
0830;FB0122180025B;04;CZ;CCZ
0490;SDD110020BBPKW;99;N/A;CCZ
2316;HC0149040040040;08;N/A;CCZ
0163;RB713901830BSH;;N/A;CCZ
0490;RB591809000001;;N/A;CCZ
2316;CAWCS033026;;N/A;CCZ
0490;SR2500050B;29;N/A;CCZ
